owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,5003393.91,5130893.82
aafc-aac,2018-2019,5307056.86,5384930.52
aafc-aac,2019-2020,5485044.31,5440654.93
aafc-aac,2020-2021,6048586.76,5751203.92
aafc-aac,2021-2022,6802454.98,4673573.57
aandc-aadnc,2017-2018,1355220.75,1390713.58
aandc-aadnc,2018-2019,544317.30,551887.71
aandc-aadnc,2019-2020,683168.70,678524.69
aandc-aadnc,2020-2021,119847.01,114142.05
aandc-aadnc,2021-2022,262810.45,207578.00
acoa-apeca,2017-2018,151491.23,155170.84
acoa-apeca,2018-2019,244577.42,247284.68
acoa-apeca,2019-2020,48232.15,47456.87
acoa-apeca,2020-2021,71073.46,67288.53
acoa-apeca,2021-2022,110532.25,57817.01
atssc-scdata,2017-2018,48908.65,50071.09
atssc-scdata,2018-2019,128227.03,130074.78
atssc-scdata,2021-2022,54087.64,28983.72
cannor,2018-2019,91637.66,93627.98
cannor,2019-2020,179105.95,175885.42
cas-satj,2017-2018,443226.69,454315.87
cas-satj,2018-2019,346978.22,351808.52
cas-satj,2019-2020,164438.52,162589.69
cas-satj,2020-2021,478897.01,455302.69
cas-satj,2021-2022,522347.09,404835.09
cbsa-asfc,2017-2018,1323912.29,1358011.19
cbsa-asfc,2018-2019,8735765.18,8842990.12
cbsa-asfc,2019-2020,7867797.41,7741903.71
cbsa-asfc,2020-2021,6704994.77,6371435.13
cbsa-asfc,2021-2022,5911119.52,4192188.57
ced-dec,2017-2018,17246.25,17692.01
ced-dec,2019-2020,51330.79,50746.46
cer-rec,2017-2018,11248.86,11524.47
cer-rec,2018-2019,17057.61,17428.09
cer-rec,2021-2022,23417.65,9647.10
cfia-acia,2017-2018,3884054.16,3979190.78
cfia-acia,2018-2019,3425687.41,3460679.06
cfia-acia,2019-2020,1715531.19,1679819.98
cfia-acia,2020-2021,454233.15,430730.83
cfia-acia,2021-2022,750994.37,533708.09
cgc-ccg,2017-2018,68884.50,70709.94
cgc-ccg,2018-2019,98023.19,99500.83
cgc-ccg,2019-2020,65461.90,64717.66
cgc-ccg,2020-2021,227244.77,216089.60
cgc-ccg,2021-2022,85811.63,67127.41
cic,2017-2018,473220.85,485332.19
cic,2018-2019,269789.76,273741.08
cic,2019-2020,271757.06,270016.78
cic,2020-2021,193405.50,183929.78
cic,2021-2022,242253.28,158739.31
cics-scic,2017-2018,14735.60,15096.64
cics-scic,2018-2019,13745.60,14038.07
cics-scic,2019-2020,58935.96,59006.36
cics-scic,2020-2021,14618.59,13874.70
cics-scic,2021-2022,12797.25,11852.42
cihr-irsc,2018-2019,34255.00,34685.11
cnsc-ccsn,2017-2018,166072.61,170153.90
cnsc-ccsn,2018-2019,112012.81,114091.59
cnsc-ccsn,2019-2020,76243.96,74805.99
cnsc-ccsn,2021-2022,36859.47,18778.22
cra-arc,2017-2018,2506618.02,2574283.86
cra-arc,2018-2019,643840.50,652407.57
cra-arc,2019-2020,663969.17,655835.40
cra-arc,2020-2021,765790.51,726447.83
cra-arc,2021-2022,787863.63,568731.08
crtc,2018-2019,51330.79,51897.43
crtc,2020-2021,5215.63,4958.35
crtc,2021-2022,5215.63,4080.00
csa-asc,2017-2018,188872.95,193920.28
csa-asc,2018-2019,244223.13,247724.12
csa-asc,2019-2020,345542.17,342211.48
csa-asc,2020-2021,86739.81,82689.08
csa-asc,2021-2022,196494.96,98185.72
csc-scc,2017-2018,22541286.17,23102704.05
csc-scc,2018-2019,20234452.90,20522209.34
csc-scc,2019-2020,20942866.96,20713624.26
csc-scc,2020-2021,18587603.83,17641581.38
csc-scc,2021-2022,18672973.28,12491317.71
csps-efpc,2017-2018,175734.16,180288.00
csps-efpc,2018-2019,175734.16,178467.08
csps-efpc,2019-2020,91009.92,90300.82
csps-efpc,2020-2021,104883.48,99709.61
csps-efpc,2021-2022,76999.03,61745.89
cta-otc,2020-2021,5570.71,5304.98
cta-otc,2021-2022,8036.79,6286.90
dfatd-maecd,2017-2018,8417308.09,8629470.32
dfatd-maecd,2018-2019,15835735.52,16089508.97
dfatd-maecd,2019-2020,18849419.55,18623213.70
dfatd-maecd,2020-2021,20060725.99,19055605.53
dfatd-maecd,2021-2022,13976355.77,9814746.04
dfo-mpo,2017-2018,406862534.45,417269277.26
dfo-mpo,2018-2019,661601045.66,670497250.78
dfo-mpo,2019-2020,1474222638.71,1460990050.97
dfo-mpo,2020-2021,402555483.34,382781769.78
dfo-mpo,2021-2022,372579912.23,233083524.89
ec,2017-2018,11999026.60,12305476.12
ec,2018-2019,6589078.17,6680043.72
ec,2019-2020,15051783.85,14908072.27
ec,2020-2021,14576879.21,13853407.03
ec,2021-2022,19596110.91,12425404.26
elections,2017-2018,116020.76,119027.24
elections,2018-2019,244647.77,247807.15
elections,2019-2020,2184370.76,2167230.82
elections,2020-2021,417621.75,396447.49
elections,2021-2022,1435788.14,1150057.21
esdc-edsc,2017-2018,657781.31,674306.01
esdc-edsc,2018-2019,956951.72,970289.35
esdc-edsc,2019-2020,949909.12,940552.08
esdc-edsc,2020-2021,1154616.97,1096274.00
esdc-edsc,2021-2022,712501.31,545453.35
feddevontario,2019-2020,126066.11,124501.87
feddevontario,2020-2021,20851.28,19683.19
fin,2019-2020,39389.54,38571.74
fin,2020-2021,39213.93,36978.59
fin,2021-2022,11486.91,10861.57
fintrac-canafe,2018-2019,5632.62,5688.03
fintrac-canafe,2019-2020,97197.38,96377.14
hc-sc,2017-2018,3864835.60,3959270.95
hc-sc,2018-2019,1571614.66,1592816.91
hc-sc,2019-2020,2321509.95,2286394.63
hc-sc,2020-2021,875507.04,830542.48
hc-sc,2021-2022,1440211.50,735015.06
ic,2017-2018,565478.87,579778.26
ic,2018-2019,1152962.91,1167815.22
ic,2019-2020,571201.66,561459.87
ic,2020-2021,717508.32,682234.61
ic,2021-2022,619364.08,374747.42
infc,2017-2018,56822.18,58221.83
infc,2018-2019,17514.14,17772.62
infc,2019-2020,11318.17,11276.19
infc,2021-2022,21264.37,15824.92
isc-sac,2017-2018,771169.53,789533.56
isc-sac,2018-2019,268470.87,271575.39
isc-sac,2019-2020,2551436.49,2501237.35
isc-sac,2020-2021,11971321.53,11375494.30
isc-sac,2021-2022,2168290.83,1024658.39
jus,2017-2018,243603.78,249938.00
jus,2018-2019,639982.26,648605.69
jus,2019-2020,557674.06,552707.04
jus,2020-2021,559390.27,531930.57
jus,2021-2022,553607.58,435537.72
nbc-ccbn,2017-2018,62092.10,63584.31
nbc-ccbn,2018-2019,66699.00,67596.88
nbc-ccbn,2019-2020,13397.00,13251.41
nbc-ccbn,2021-2022,107601.18,19652.57
nfb-onf,2019-2020,28559.79,28509.29
nfb-onf,2021-2022,17879.44,0.00
nrc-cnrc,2017-2018,2832454.37,2904532.37
nrc-cnrc,2018-2019,3331076.10,3384971.71
nrc-cnrc,2019-2020,5560812.33,5505647.29
nrc-cnrc,2020-2021,1916109.29,1815811.68
nrc-cnrc,2021-2022,1538730.17,1083053.39
nrcan-rncan,2017-2018,18448259.72,18938290.66
nrcan-rncan,2018-2019,18453557.37,18737540.15
nrcan-rncan,2019-2020,15705655.84,15594656.59
nrcan-rncan,2020-2021,11738377.63,11152299.96
nrcan-rncan,2021-2022,13361191.01,10398508.08
