d_fiscal_year,total,total_constant_2019_dollars
2017-2018,788813591.65,808433891.64
2018-2019,1051114089.18,1065007086.71
2019-2020,1873744017.56,1869926069.15
2020-2021,882333068.87,854259329.68
2021-2022,757782875.28,482046787.99
