d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2019-2020,1590339.72,1557507.59
2_professional_services,2020-2021,165669.89,158237.93
2_professional_services,2021-2022,310100.05,290179.55
