d_fiscal_year,total,total_constant_2019_dollars
2017-2018,13604606.64,14021505.54
2018-2019,13445623.42,13691910.65
2019-2020,14046741.37,13934099.47
2020-2021,13111207.77,12499105.57
2021-2022,13039697.15,12202040.58
