d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1308522.0626372881
1_facilities_and_construction,2018-2019,2303756.557449994
1_facilities_and_construction,2019-2020,562885.3623254469
1_facilities_and_construction,2020-2021,682874.1158045774
10_office_management,2017-2018,328282.54548063944
10_office_management,2018-2019,181639.30372634646
10_office_management,2020-2021,15904
11_defence,2017-2018,6936109.45955982
11_defence,2018-2019,6764776.414423208
11_defence,2019-2020,7174866.954466037
11_defence,2020-2021,6872233.337456924
2_professional_services,2017-2018,7168365.68854194
2_professional_services,2018-2019,7163433.088541941
2_professional_services,2019-2020,7152899.97059145
2_professional_services,2020-2021,7074517.056367789
3_information_technology,2017-2018,13380.855121951221
3_information_technology,2018-2019,4316.404878048781
3_information_technology,2019-2020,0
3_information_technology,2020-2021,1496.1770000000001
5_transportation_and_logistics,2017-2018,3914285.951429992
5_transportation_and_logistics,2018-2019,2945889.1242740243
5_transportation_and_logistics,2019-2020,2925877.748967769
5_transportation_and_logistics,2020-2021,5551320.362405284
6_industrial_products_and_services,2017-2018,889583.4625643156
6_industrial_products_and_services,2018-2019,275871.1273631214
6_industrial_products_and_services,2019-2020,108322.78766519824
6_industrial_products_and_services,2020-2021,104439.07211453744
8_security_and_protection,2017-2018,22901.15826636128
8_security_and_protection,2018-2019,25049.53163219659
8_security_and_protection,2019-2020,25317.409801051923
8_security_and_protection,2020-2021,27711.78163219659
9_human_capital,2018-2019,54138.299999999996
9_human_capital,2019-2020,70308.15000000001
9_human_capital,2020-2021,8030.5599029126215
NA,2018-2019,18362.5
