owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,13380.86,13696.27
aafc-aac,2018-2019,4316.40,4410.15
aandc-aadnc,2017-2018,90136.12,92473.15
aandc-aadnc,2018-2019,79666.57,80754.22
csc-scc,2017-2018,79593.08,81705.10
csc-scc,2019-2020,10347.75,10229.96
csc-scc,2020-2021,198920.59,190624.27
dfo-mpo,2017-2018,3633403.92,3725662.61
dfo-mpo,2018-2019,2961335.67,3006843.58
dfo-mpo,2019-2020,2968462.75,2943403.97
dfo-mpo,2020-2021,3165058.71,3008339.24
dfo-mpo,2021-2022,3579190.29,3296279.58
dnd-mdn,2017-2018,15832700.12,16240319.12
dnd-mdn,2018-2019,16025340.57,16275610.03
dnd-mdn,2019-2020,14320979.95,14195678.80
dnd-mdn,2020-2021,14123061.27,13425401.22
dnd-mdn,2021-2022,14023331.33,13020498.79
ec,2017-2018,274421.23,281529.77
ec,2018-2019,277771.86,282115.75
ec,2019-2020,225539.69,223378.87
ec,2020-2021,1603405.32,1526968.50
ec,2021-2022,172297.35,159343.61
isc-sac,2018-2019,47790.33,48314.13
isc-sac,2019-2020,36217.13,35657.06
isc-sac,2020-2021,696605.95,667930.43
isc-sac,2021-2022,123246.48,113028.05
nrc-cnrc,2017-2018,29606.83,30345.97
nrc-cnrc,2018-2019,25651.00,25903.38
nrc-cnrc,2019-2020,185536.60,181637.42
nrc-cnrc,2020-2021,226199.10,214338.40
nrc-cnrc,2021-2022,125768.99,114481.00
nrcan-rncan,2017-2018,32135.17,32923.52
pc,2017-2018,283339.93,290018.84
pc,2018-2019,84691.75,85979.62
pc,2019-2020,28820.10,28521.21
pc,2020-2021,1496.18,1408.83
pc,2021-2022,74825.34,69580.15
pch,2017-2018,27599.01,28249.58
pwgsc-tpsgc,2017-2018,222514.36,228241.53
pwgsc-tpsgc,2018-2019,207771.96,210766.20
pwgsc-tpsgc,2019-2020,193951.76,192140.34
pwgsc-tpsgc,2020-2021,256605.97,243148.59
pwgsc-tpsgc,2021-2022,255557.77,236565.99
rcmp-grc,2017-2018,103991.54,106722.91
rcmp-grc,2018-2019,22896.23,23252.30
rcmp-grc,2019-2020,50622.65,50057.50
rcmp-grc,2020-2021,63124.31,60010.40
rcmp-grc,2021-2022,63124.31,58607.45
tc,2020-2021,15750.00,14924.07
tc,2021-2022,7093.77,6477.22
