d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,507783.44,519295.15
1_facilities_and_construction,2018-2019,690534.96,698939.07
1_facilities_and_construction,2019-2020,1466221.24,1463059.79
1_facilities_and_construction,2020-2021,1972451.78,1924244.39
1_facilities_and_construction,2021-2022,2154125.05,1461559.42
2_professional_services,2017-2018,50182.68,51241.98
2_professional_services,2018-2019,90152.33,91112.71
2_professional_services,2019-2020,117039.66,116822.52
2_professional_services,2020-2021,530038.85,517155.02
2_professional_services,2021-2022,257068.96,148611.20
3_information_technology,2017-2018,13839.00,14198.79
9_human_capital,2021-2022,58336.25,29221.11
