owner_org,d_fiscal_year,total,total_constant_2019_dollars
dnd-mdn,2017-2018,1512305.05,1552620.55
pc,2017-2018,10071.81,10318.58
pwgsc-tpsgc,2017-2018,3246112.33,3330172.06
pwgsc-tpsgc,2018-2019,3620831.07,3674846.97
pwgsc-tpsgc,2019-2020,5715074.51,5662314.13
pwgsc-tpsgc,2020-2021,3480091.42,3308419.49
