d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,77698985.50446945
1_facilities_and_construction,2018-2019,71284689.16880853
1_facilities_and_construction,2019-2020,57215116.739081874
1_facilities_and_construction,2020-2021,57706633.45387051
10_office_management,2017-2018,19137102.980363686
10_office_management,2018-2019,11333972.98202742
10_office_management,2019-2020,17740673.125734147
10_office_management,2020-2021,10763141.513855876
2_professional_services,2017-2018,18922396.572886523
2_professional_services,2018-2019,20870581.563993935
2_professional_services,2019-2020,23796918.278014284
2_professional_services,2020-2021,30593361.16432043
3_information_technology,2017-2018,25215930.225886095
3_information_technology,2018-2019,24495438.58487841
3_information_technology,2019-2020,34949001.353556156
3_information_technology,2020-2021,23548749.43050191
4_medical,2017-2018,180274.56262631895
4_medical,2018-2019,160791.3464258367
4_medical,2019-2020,449174.57347610156
4_medical,2020-2021,360712.71674900467
5_transportation_and_logistics,2017-2018,2815455.0709379776
5_transportation_and_logistics,2018-2019,3331076.095751271
5_transportation_and_logistics,2019-2020,5560812.33429649
5_transportation_and_logistics,2020-2021,1916109.2869777705
6_industrial_products_and_services,2017-2018,40638267.22815221
6_industrial_products_and_services,2018-2019,38371083.49493452
6_industrial_products_and_services,2019-2020,36270553.589678295
6_industrial_products_and_services,2020-2021,50888620.43263058
7_travel,2017-2018,14827.59
7_travel,2019-2020,33900
8_security_and_protection,2017-2018,3654414.9696093616
8_security_and_protection,2018-2019,3493818.16
8_security_and_protection,2019-2020,3788201.21
8_security_and_protection,2020-2021,4242509.4425
9_human_capital,2017-2018,2289229.4407396005
9_human_capital,2018-2019,1822462.4795728582
9_human_capital,2019-2020,1904912.0397373338
9_human_capital,2020-2021,1504954.6919599297
