d_fiscal_year,total,total_constant_2019_dollars
2017-2018,190814038.83,195665451.86
2018-2019,175255643.55,177772051.53
2019-2020,181971782.50,180000383.94
2020-2021,181731803.54,172717668.06
2021-2022,223459622.95,165703767.91
