d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,77765767.47,80108472.56
1_facilities_and_construction,2018-2019,71252290.21,72509500.06
1_facilities_and_construction,2019-2020,57241138.70,56764326.71
1_facilities_and_construction,2020-2021,57482775.62,54808232.20
1_facilities_and_construction,2021-2022,58044770.10,54234866.39
10_office_management,2017-2018,19172314.95,19730691.17
10_office_management,2018-2019,11365745.68,11491844.35
10_office_management,2019-2020,17751446.52,17442337.87
10_office_management,2020-2021,10671518.93,10225527.63
10_office_management,2021-2022,11660026.16,10826515.67
2_professional_services,2017-2018,16604758.81,17102076.69
2_professional_services,2018-2019,20217828.45,20557747.93
2_professional_services,2019-2020,23252734.87,22992922.95
2_professional_services,2020-2021,29621622.80,28247746.88
2_professional_services,2021-2022,31130086.87,29020491.07
3_information_technology,2017-2018,27930641.85,28767799.25
3_information_technology,2018-2019,25895878.96,26317129.75
3_information_technology,2019-2020,35846018.12,35613566.97
3_information_technology,2020-2021,25120387.67,23936309.27
3_information_technology,2021-2022,35449064.55,33098729.30
4_medical,2017-2018,180274.56,185813.38
4_medical,2018-2019,160791.35,163644.58
4_medical,2019-2020,449174.57,444700.59
4_medical,2020-2021,360712.72,343732.24
4_medical,2021-2022,1069296.17,997865.46
5_transportation_and_logistics,2017-2018,2832454.37,2917367.29
5_transportation_and_logistics,2018-2019,3331076.10,3394444.58
5_transportation_and_logistics,2019-2020,5380295.87,5329134.15
5_transportation_and_logistics,2020-2021,1728926.02,1643373.75
5_transportation_and_logistics,2021-2022,1339576.81,1250331.78
6_industrial_products_and_services,2017-2018,40436196.03,41649712.55
6_industrial_products_and_services,2018-2019,38190014.10,38766826.04
6_industrial_products_and_services,2019-2020,36217831.89,35711701.14
6_industrial_products_and_services,2020-2021,50598163.16,48235244.90
6_industrial_products_and_services,2021-2022,79329537.81,73926959.73
7_travel,2017-2018,37266.31,38490.60
7_travel,2019-2020,33900.00,33859.10
7_travel,2021-2022,30577.80,28921.74
8_security_and_protection,2017-2018,3654414.97,3766373.01
8_security_and_protection,2018-2019,3493818.16,3557006.57
8_security_and_protection,2019-2020,3788201.21,3753780.63
8_security_and_protection,2020-2021,4242509.44,4046650.10
8_security_and_protection,2021-2022,4707748.29,4403217.41
9_human_capital,2017-2018,2260387.34,2330667.42
9_human_capital,2018-2019,1433217.46,1457309.48
9_human_capital,2019-2020,1909352.53,1888216.58
9_human_capital,2020-2021,1511896.12,1439491.07
9_human_capital,2021-2022,1187927.67,1108918.75
