d_vendor_name,overall_total
CANADIAN CORPS OF COMMISSIONAIRES,3678078.87
NISHA TECHONOLOGIES,1758717.97
MAPLESOFT CONSULTING,1626676.9947462352
INTERNATIONAL REPORTING,1550381.7027450982
ORANGUTECH,1424724.215598861
TEKSYSTEMS CANADA,1378044.843063258
VERITAAQ TECHNOLOGY HOUSE,1367663.5509649124
CDW CANADA,1153666
DIGITSCRIBE,1100059.99
NORTHERN MICRO,812782.8783606557
CONOSCENTI TECHNOLOGIES,783827.8846214161
IFATHOM,777677.0133773454
THE BRITISH C CORPS COMMISSIO,753824.98
XL TRANSCRIBING,740690.0000000001
EQUASION BUSINESS,724768.7900753941
440 LAURIER HOLDINGS,707117.5
SI SYSTEMS,604083.3845701884
MICROSOFT CANADA,554381.0859679312
HYPERTEC,551156.8200000001
NEWFOUND RECRUITING,550921.0611418525
RESOLVE COLLABORATION SERVICES,517090.26
IRON MOUNTAIN CANADA OPERATIONS,510697.7
TEKNION,456546.84
DELOITTE AND TOUCHE,444330.71622511646
ZERNAM ENTERPRISE,433011.61979381443
NITAM SOLUTIONS,431410.27
JANICE M COCHRANE,381328.48265625
SIERRA SYSTEMS GROUP,355292.6718085106
INTEGRA NETWORKS,337011.37
RICOH,332274.5239187828
XEROX,324238.7643126429
SYSTEMSCOPE,322879.75
VIQ SOLUTIONS,312488.2
1595769 ONTARIO,299999.99000000005
2151706 ONTARIO,299999.99000000005
DURHAM REPORTING,299999.99000000005
PURESPIRIT SOLUTIONS,299278.75
GLOBAL UPHOLSTERY,290622.8
CLOSEREACH,288426.43776824034
APPLIED ELECTONICS,284727.88
"NACRIS",246435.1414529258
CISTEL TECHNOLOGY,244608.84
QMR,227523.406023223
ALLSEATING,221239.1
DECISIVE TECHNOLOGIES,219948.23
WILLS TRANSFER,212440
ELEVATED THINKING,209191.25
THE CANADIAN CORPS OF,205172.11
EXCEL HUMAN RESOURCES,198790.96
BRC BUSINESS ENTREPRISES,183781.4
ADVANCED CHIPPEWA TECHNOLOGIES,183742.31378082192
CBCI TELECOM CANADA,181452.56
DER GRAPHICS,155856.24
GARTNER,148542.5146027397
THE KTL GROUP,144075
RJR INNOVATIONS,138222.40999999997
THE TRICO GROUP,137706.02138760404
STENOTRAN SERVICES,137493.87000000002
BRECKENHILL,135692.10583941606
SLOFAC,134303.3204
ALTIS HUMAN RESOURCES,127126.844104062
8417377 CANADA,124836.75
PROSCI CANADA,123904.5
PHASELOCK SYSTEMS,123731.9
EVALUATION PERSONNEL SELECTION,113873.34387931036
LYNDA NAVEDA CONSULTING,113000
FITCH SURVEILANCE SYSTEMS,109101.5
THE HALIFAX COMPUTER GROUP,105971.4
CORADIX TECHNOLOGY CONSULTING,103818.75
MDOS CONSULTING,102830
2KEYS,102434.5
MAKWA RESOURCING,102293.24999999999
ADIRONDACK INFORMATION MANAGEMENT I,101700
ONTARIO HERITAGE TRUST,100852.5
TECHWIND,97462.5
WORLD ROMANI DIALECTS INTERPRETATIO,94147.77429467085
ABI AMEUBLEMENT BUREAU INTERIEUR,93434.38
CANON,93350.92284682115
EXTERMINATION AXON ET GESTION,89614.65000000001
PRESIDIA SECURITY CONSULTING,89383
COLLEGE EDUCACENTRE COLLEGE,89319.46117647059
9149481 CANADA,89089.2
ABCE LANGUAGE SCHOOL,87356.03
TECSIS,86614.5
CIRCA F N OFFICE INTERIORS,86446.87
LUMINA IT,85369.92
THE CCI LEADERSHIP INSTITUTE,83830.60500000001
NUA OFFICE,82648.88
D DOYLE INSTALLATIONS,81454.67
CANTRONIC SYSTEMS CANADA,78538.51
HEARTZAP SERVICES,76996.62
PANASONIC,74578.31
PERSONNEL ALTER EGO,71422.20267716536
4 OFFICE AUTOMATION,70442.48921834116
STONEWORKS TECHNOLOGIES,68222.51
FACTIVA,67231.84
TAG HR,66429.04175706646
ECOGREEN CLEANING,66390.32697547684
INLINE SYSTEMS,64917.58
PATON ASSOCIATES MANAGEMENT,64732.06
