d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,2220441.46406935
1_facilities_and_construction,2018-2019,2220441.46406935
1_facilities_and_construction,2019-2020,2226524.865340773
1_facilities_and_construction,2020-2021,2220441.46406935
