d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,3064710.53
2_professional_services,2018-2019,4303482.20
2_professional_services,2019-2020,3311683.85
2_professional_services,2020-2021,3389694.19
2_professional_services,2021-2022,1570102.09
