d_vendor_name,overall_total
CANADIAN CORPS OF COMMISSIONAIRES,13313947.88
"NAUT MAWT TRIBAL COUNCIL",10769981.5
MINDWIRE SYSTEMS,9859777.481063416
ADRM TECHNOLOGY CONSULTING,6594553.015271768
NORTHERN MICRO,5822355.019772596
MCCARTHY TETRAULT,5320766.6
SYNERSOLUTIONS TECHNOLOGIES,4281095.4
MICROSOFT CANADA,4225071.443626876
COFOMO,3937853.4329827316
T E S THE EMPLOYMENT SOLUTION,3896668.5740440325
CISION CANADA,3627814.7567966576
PRICEWATERHOUSE COOPERS,2450662.66
SI SYSTEMS,2392641.7767543592
EAGLE VISION,2364883.5
IBISKA TELECOM,2349631.31134709
TEK SYSTEMS CANADA,2331170.15
EXCEL HUMAN RESOURCES,2222257.401982436
CANADIAN BROADCASTING,1892473.1500000001
NISHA TECHONOLOGIES,1891765.19
DELOITTE AND TOUCHE,1811883.45
AYAYA COMMUNICATIONS,1655566.22
IPSOS PARTNERSHIP,1571450.452947846
TEKSYSTEMS CANADA,1556094.384267101
TEKNION,1545073.32
ELEMENTAL DATA COLLECTION,1423887.990522388
GREGG KELLY SULLIVAN WOOLSTENCR,1405297.2571077584
NEWFOUND RECRUITING,1324420.8
L3 COMMUNICATIONS,1310602.9198039216
MODIS CANADA,1264317.582795699
APPLIED ELECTONICS,1182534.07
EARNSCLIFFE STRATEGY GROUP,965450.245732337
CAPITAL DEDICATED LOGISTICS,913750.4643671841
NESTA ENTERPRISES,852958.3400000001
MIREMS,849838.061281337
KELLIHER LAW,845600
XEROX,797019.4886781458
FTI CONSULTING CDA,763482.2219204773
QUINTET CONSULTING,726772.2409589041
SIMPLEX GRINNELL,676972.0165226193
LES INDUSTRIES ROUILLARD,668646.999861111
MEDIA Q,656996.6933420544
FORUM RESEARCH,656775.529347826
PRINTERS PLUS,656630.0576463694
ROGERS,629386.7083667883
SIMON FRASER UNIVERSITY,621792.8500000001
CGI,619716.6229373364
EUGENE LEON OSCAPELLA,611306.6
I4C INFORMATION TECHNOLGY,606711.3584151552
KONICA MINOLTA BUSINESS SOLUTIONS C,529592.58
VIASAT UK,510058.95
POLLARA,502098.3037365011
HIRA ROWAN,456432.68
FACTIVA,456115.7570400507
CDW CANADA,450968.5347272727
ODGERS BERNDTSON,447553.2695077245
EBSCO CANADA,435100.83942939603
ARI FINANCIAL SERVICES T46163,430588.17000000004
SOFTCHOICE,428192.13193234557
ADVANCED CHIPPEWA TECHNOLOGIES,412736.0376
THE CANADIAN PRESS,403050.87032846716
BELL CANADA,401041.15367944736
MISSION MEASUREMENT,399440.5
ALTIS HUMAN RESOURCES,390320.7752314368
RICOH,373218.5822013397
GENERAL DYNAMICS,371862.37999999995
TOTEM OFFISOURCE,371561.36
LEGER MARKETING,368128.61156424583
KNOWLEDGE CIRCLE LEARNING SERVICES,366015.95166666666
SNAPSTREAM MEDIA,359530.5803284672
EXTRAVISION VIDEO TECHNOLGIES,350300
ITC TRADUCTIONS CANADA,345000
FORD MOTOR COMPANY,337281.27999999997
WPP GROUP CANADA COMMUNICATIONS,335790.8
DYNAMIC PERSONNEL CONSULTANTS,331437.99
H K COMMUNICATIONS,319331.5244900753
ENVIRONICS RESEARCH GROUP,307360
ADVANCED BUSINESS INTERIORS,304097.41000000003
FANNIE LAFONTAINE,297416
NUIX NORTH AMERICA,283922.3065591398
EKOS RESEARCH ASSOCIATES,280034.54545454547
LUMINA IT,274608.63
IBM CANADA,259541.9081648402
EVALUATION PERSONNEL SELECTION,255145.97864963504
DELL COMPUTER,254610.51396226414
NOVA NETWORKS,252259.8528169014
IHS GLOBAL,247601.64665822784
CORPORATE RESEARCH ASSOCIATES,247379.54
BP M CONSULTING,231444.03
COMPUTER MEDIA GROUP,225432.32380339174
JANICE LOUISE LAFORME,224636.53
OTRS,224385.9217171717
FEDEX FREIGHT,220010.36
DELIVERY ASSOCIATES,214842.6083844011
CEDROM SNI,208180.50999999998
THOMAS LARRY MCMAHON,201705
MARKIDO,199063.59999999998
CRYPTO SOLUTIONS,196505.41589041095
FEDERAL EXPRESS CANADA,191365.85
PRODUCTION CASE COMPANY,190206.1
TOSHIBA CANADA,187969.06
