d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,39569.01
1_facilities_and_construction,2018-2019,17191.7
1_facilities_and_construction,2019-2020,19609.809999999998
1_facilities_and_construction,2020-2021,65535.88103125
2_professional_services,2017-2018,88225.58894589116
2_professional_services,2018-2019,317137.9742870123
2_professional_services,2019-2020,408715.85325056815
2_professional_services,2020-2021,356503.0796322309
5_transportation_and_logistics,2018-2019,57455.76244399185
5_transportation_and_logistics,2019-2020,73149.69755600815
5_transportation_and_logistics,2020-2021,24350.340000000004
6_industrial_products_and_services,2017-2018,381438.37
6_industrial_products_and_services,2018-2019,365165.73465672845
6_industrial_products_and_services,2019-2020,995245.2286073244
6_industrial_products_and_services,2020-2021,928586.1586156795
