d_fiscal_year,total,total_constant_2019_dollars
2017-2018,509232.97,523774.19
2018-2019,756951.17,770237.71
2019-2020,1496720.59,1480121.46
2020-2021,1374975.46,1312833.82
2021-2022,913624.98,857682.96
