normalized_vendor_name,original_vendor_name
HARRIS TRANSPORT,Harris Transport
HARRIS TRANSPORT,Harris Transport Ltd
HARRIS TRANSPORT,Harris Transport Limited
HARRIS TRANSPORT,HARRIS TRANSPORT LTD
HARRIS TRANSPORT,Harris Transport Ltd.
HARRIS TRANSPORT,Harris transport LTD
HARRIS TRANSPORT,Harris transport Ltd
HARRIS TRANSPORT,Harris Transport LTD
HARRIS TRANSPORT,Harris Transport Inc
HARRIS TRANSPORT,HARRIS TRANSPORTATION LTD
HARRIS TRANSPORT,HARRIS TRANSPORT
HARRIS TRANSPORT,Harris transport Inc
HARRIS TRANSPORT,Harris Transportation Ltd.
HARRIS TRANSPORT,Harris TransportLtd
HARRIS TRANSPORT,Harris Transportation Ltd
HARRIS TRANSPORT,Harris Tansport Ltd
HARRIS TRANSPORT,Harris Transport LTD.
HARRIS TRANSPORT,Harris Transport ltd
HARRIS TRANSPORT,harris Transport Ltd
HARRIS TRANSPORT,Harris Tansport
HARRIS TRANSPORT,Harris Transort Ltd.
HARRIS TRANSPORT,HARRIS TRANSPORT LTD.
