d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,806495.52,831406.92
it_consulting_services,2018-2019,643136.60,655885.16
it_consulting_services,2019-2020,587247.00,582370.37
it_consulting_services,2020-2021,55561.61,53196.58
it_consulting_services,2021-2022,414481.80,380289.24
it_consulting_services,2022-2023,721000.21,645154.62
it_other,2018-2019,16113.31,16263.83
it_other,2019-2020,180964.85,180202.25
it_software_licensing,2020-2021,8819.29,8401.91
it_software_licensing,2021-2022,201057.69,182896.07
it_software_licensing,2022-2023,643804.14,576078.53
