d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,88367.33,91130.72
11_defence,2018-2019,66898.06,68120.89
11_defence,2019-2020,272390.70,268038.26
11_defence,2020-2021,559910.67,533804.53
11_defence,2021-2022,559910.67,523942.59
2_professional_services,2017-2018,4853242.86,5001451.99
2_professional_services,2018-2019,2502551.58,2546251.83
2_professional_services,2019-2020,2186474.23,2169073.15
2_professional_services,2020-2021,1665754.82,1587129.57
2_professional_services,2021-2022,1486633.15,1393465.14
3_information_technology,2017-2018,806495.52,831194.33
3_information_technology,2018-2019,659249.91,671550.79
3_information_technology,2019-2020,768211.85,762568.98
3_information_technology,2020-2021,64380.90,61569.06
3_information_technology,2021-2022,632250.66,581909.98
9_human_capital,2017-2018,67847.15,69921.58
9_human_capital,2018-2019,62604.68,63749.03
9_human_capital,2019-2020,74411.56,73782.64
9_human_capital,2020-2021,66032.93,62851.29
