owner_org,d_fiscal_year,total,total_constant_2019_dollars
casdo-ocena,2020-2021,39832.50,37760.26
cbsa-asfc,2017-2018,206198.30,211713.37
cbsa-asfc,2018-2019,46460.41,47454.89
cfia-acia,2019-2020,241529.95,239044.76
cfia-acia,2020-2021,21977.23,20746.06
cfia-acia,2021-2022,36591.66,33049.59
cic,2017-2018,22070.19,22610.65
cic,2018-2019,9465.58,9671.17
cihr-irsc,2019-2020,24973.00,24656.19
cra-arc,2019-2020,26276.67,25640.76
cra-arc,2020-2021,11466.46,10924.51
csa-asc,2017-2018,23940.00,24615.00
csa-asc,2018-2019,15506.33,15662.34
csa-asc,2019-2020,9493.67,9527.43
csc-scc,2017-2018,35188.20,36098.15
csc-scc,2018-2019,13560.00,13732.61
dfatd-maecd,2017-2018,24916.50,25503.83
dfo-mpo,2017-2018,313674.45,321798.03
dfo-mpo,2018-2019,324232.13,329274.42
dfo-mpo,2019-2020,244618.11,242553.78
dfo-mpo,2020-2021,668.36,630.91
dnd-mdn,2017-2018,609954.83,625466.57
dnd-mdn,2018-2019,1366785.72,1388145.54
dnd-mdn,2019-2020,1456178.61,1441165.64
dnd-mdn,2020-2021,1472128.70,1398513.93
dnd-mdn,2021-2022,1532555.48,1425633.34
ec,2017-2018,60311.69,61775.94
ec,2018-2019,18873.15,19058.84
ec,2019-2020,11635.36,11502.91
ec,2020-2021,68627.13,64908.10
elections,2018-2019,113655.91,115010.48
elections,2019-2020,50949.20,51130.35
esdc-edsc,2017-2018,76152.22,78267.33
esdc-edsc,2020-2021,38631.60,36772.67
hc-sc,2017-2018,151973.22,155933.03
hc-sc,2018-2019,109755.24,111370.78
hc-sc,2019-2020,232931.09,230965.39
hc-sc,2020-2021,95222.85,90719.53
hc-sc,2021-2022,38970.51,36271.44
ic,2018-2019,16113.31,16271.85
ic,2019-2020,180964.85,180160.53
ic,2021-2022,60742.57,55134.63
ijc-cmi,2020-2021,8819.29,8386.92
ijc-cmi,2021-2022,15015.09,13940.36
infc,2017-2018,1794.50,1837.27
infc,2018-2019,5239.95,5321.43
infc,2019-2020,5254.30,5209.96
irb-cisr,2021-2022,38985.00,35472.13
mgerc-ceegm,2017-2018,22148.00,22670.07
mgerc-ceegm,2018-2019,24521.00,24762.26
nrc-cnrc,2020-2021,59797.34,56854.40
nrcan-rncan,2017-2018,0.00,0.00
nrcan-rncan,2018-2019,0.00,0.00
nrcan-rncan,2021-2022,493076.27,451022.67
pc,2017-2018,159792.26,163930.76
pco-bcp,2017-2018,51510.74,52737.28
pco-bcp,2018-2019,10752.26,10985.80
phac-aspc,2017-2018,13672.76,14023.18
phac-aspc,2018-2019,58240.04,59085.35
phac-aspc,2019-2020,69368.80,68995.62
phac-aspc,2020-2021,54605.01,51885.05
phac-aspc,2021-2022,71690.38,66387.10
ps-sp,2017-2018,73544.27,75394.27
ps-sp,2018-2019,2798.69,2859.48
ps-sp,2019-2020,13145.22,12827.10
ps-sp,2020-2021,33410.78,31808.76
pwgsc-tpsgc,2017-2018,3404904.67,3493167.38
pwgsc-tpsgc,2018-2019,816561.11,829305.56
pwgsc-tpsgc,2019-2020,439278.36,435571.30
pwgsc-tpsgc,2020-2021,413766.11,393426.31
pwgsc-tpsgc,2021-2022,379310.64,352169.07
rcmp-grc,2017-2018,280154.72,287414.44
rcmp-grc,2018-2019,46820.38,47837.29
sshrc-crsh,2017-2018,59101.26,60720.52
tbs-sct,2018-2019,118226.25,119535.95
tbs-sct,2019-2020,99499.89,98630.13
tc,2018-2019,150845.03,152473.92
tc,2019-2020,192460.27,191628.91
tc,2020-2021,27685.00,26068.69
vac-acc,2017-2018,224950.09,230622.50
vac-acc,2018-2019,22891.73,23388.92
