owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2017-2018,1197098.25,1229836.35
dfo-mpo,2018-2019,3086314.24,3126549.46
dfo-mpo,2019-2020,2461701.05,2458962.01
dfo-mpo,2020-2021,1663566.53,1592729.52
dfo-mpo,2021-2022,2084917.01,1931111.42
pwgsc-tpsgc,2017-2018,1665404.12,1709164.30
pwgsc-tpsgc,2018-2019,715723.50,722765.50
pwgsc-tpsgc,2019-2020,3194570.73,3167611.83
