d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2019-2020,60904.69,60290.53
it_devices_equipment,2020-2021,75009.13,70917.76
it_devices_equipment,2021-2022,32059.14,29401.56
it_other,2018-2019,11803.32,11973.08
it_other,2019-2020,45904.48,44793.57
it_other,2020-2021,1211214.27,1151334.89
it_other,2021-2022,1196795.41,1111158.71
it_software_licensing,2018-2019,41176.60,41728.05
it_software_licensing,2019-2020,53446.50,53098.11
it_software_licensing,2020-2021,160620.23,152610.87
it_software_licensing,2021-2022,114872.07,106804.66
