d_most_recent_category,d_fiscal_year,total
10_office_management,2019-2020,1338.6862216288384
10_office_management,2020-2021,25716.86688918558
11_defence,2017-2018,2033156.542739726
2_professional_services,2018-2019,299849.70449592144
2_professional_services,2019-2020,574507.8654337084
2_professional_services,2020-2021,486045.2357122915
3_information_technology,2017-2018,1961850.9214611999
3_information_technology,2018-2019,2191347.9581013503
3_information_technology,2019-2020,2293440.9559681034
3_information_technology,2020-2021,2837767.9621377573
6_industrial_products_and_services,2017-2018,0
9_human_capital,2017-2018,10477.359999999999
