d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,2033156.54,2097240.64
2_professional_services,2018-2019,93327.99,94705.75
2_professional_services,2019-2020,247781.36,245680.86
2_professional_services,2020-2021,213913.73,203790.11
2_professional_services,2021-2022,77461.96,73110.01
2_professional_services,2022-2023,52632.45,46933.97
3_information_technology,2017-2018,1955423.11,2015231.17
3_information_technology,2018-2019,2391441.87,2434597.40
3_information_technology,2019-2020,2615060.73,2587527.60
3_information_technology,2020-2021,3129188.53,2969636.80
3_information_technology,2021-2022,1582939.50,1458789.25
3_information_technology,2022-2023,1373826.73,1224419.93
6_industrial_products_and_services,2017-2018,0.00,0.00
9_human_capital,2017-2018,10477.36,10798.01
9_human_capital,2021-2022,475125.76,429627.45
