d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1009007.62,1039625.12
2018-2019,1053272.28,1072802.39
2019-2020,1046787.22,1037978.21
2020-2021,1104331.65,1053185.98
2021-2022,767745.22,721223.07
