owner_org,d_fiscal_year,total,total_constant_2019_dollars
dnd-mdn,2017-2018,13145320.02,13486618.90
dnd-mdn,2018-2019,11678421.28,11860038.00
dnd-mdn,2019-2020,3455532.87,3464923.40
