d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,20759.87,21271.51
1_facilities_and_construction,2019-2020,4779.17,4772.49
1_facilities_and_construction,2020-2021,483831.67,467134.00
1_facilities_and_construction,2021-2022,565049.48,436915.96
11_defence,2018-2019,33154.35,33671.66
11_defence,2019-2020,64203.65,64072.15
11_defence,2020-2021,64028.23,62682.86
11_defence,2021-2022,64028.23,48638.43
2_professional_services,2017-2018,4372837.79,4488467.04
2_professional_services,2018-2019,5072784.47,5137520.88
2_professional_services,2019-2020,2909648.01,2903095.87
2_professional_services,2020-2021,2560779.40,2509184.62
2_professional_services,2021-2022,1778252.62,1345804.93
7_travel,2019-2020,216053.42,216349.66
7_travel,2020-2021,1433809.09,1403681.51
7_travel,2021-2022,1433809.09,1089179.34
9_human_capital,2019-2020,29000.00,29039.76
9_human_capital,2020-2021,94420.81,90492.24
9_human_capital,2021-2022,69391.00,47800.44
