d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,20759.87
1_facilities_and_construction,2019-2020,4779.1682242990655
1_facilities_and_construction,2020-2021,483831.6667256533
11_defence,2018-2019,33154.34550570342
11_defence,2019-2020,64203.653201520916
11_defence,2020-2021,64028.23338403042
2_professional_services,2017-2018,4372837.794852918
2_professional_services,2018-2019,5072784.469911595
2_professional_services,2019-2020,2909648.0057151527
2_professional_services,2020-2021,2560779.3982010977
7_travel,2019-2020,216053.42433547205
7_travel,2020-2021,1433809.088771769
9_human_capital,2019-2020,29000
9_human_capital,2020-2021,94420.81000000001
