owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2020-2021,338539.36,327705.43
aandc-aadnc,2021-2022,478941.34,363823.20
cer-rec,2020-2021,49915.85,47181.03
cer-rec,2021-2022,44043.40,40682.58
dfatd-maecd,2019-2020,29000.00,29039.76
dfo-mpo,2017-2018,20759.87,21271.51
dfo-mpo,2020-2021,147715.21,141227.36
dfo-mpo,2021-2022,160144.20,81084.97
dnd-mdn,2018-2019,33154.35,33671.66
dnd-mdn,2019-2020,68982.82,68844.63
dnd-mdn,2020-2021,124920.59,121793.02
dnd-mdn,2021-2022,185041.34,152976.36
ec,2017-2018,20843.55,21215.25
ec,2020-2021,61427.10,59520.38
nrcan-rncan,2017-2018,24937.50,25821.39
pwgsc-tpsgc,2017-2018,4327056.74,4441430.40
pwgsc-tpsgc,2018-2019,5072784.47,5137520.88
pwgsc-tpsgc,2019-2020,3125701.43,3119445.53
pwgsc-tpsgc,2020-2021,3914351.09,3835748.00
pwgsc-tpsgc,2021-2022,3042360.14,2329772.00
