d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,9557.01,9097.94
1_facilities_and_construction,2021-2022,18127.99,17147.10
10_office_management,2017-2018,3037.06,3120.75
10_office_management,2018-2019,87752.82,89312.71
10_office_management,2019-2020,36398.48,36287.56
10_office_management,2020-2021,10867.98,10367.20
10_office_management,2021-2022,79799.62,72778.98
2_professional_services,2020-2021,161064.20,153283.20
2_professional_services,2021-2022,216102.32,200240.20
3_information_technology,2017-2018,567884.58,585045.01
3_information_technology,2018-2019,360957.49,365795.87
3_information_technology,2019-2020,677608.47,667827.47
3_information_technology,2020-2021,1012058.19,965056.54
3_information_technology,2021-2022,2206500.20,2066336.01
9_human_capital,2017-2018,229478.92,236393.13
9_human_capital,2018-2019,1078645.93,1097833.38
9_human_capital,2019-2020,1308052.82,1296051.43
9_human_capital,2020-2021,1726590.64,1646804.41
9_human_capital,2021-2022,1091933.43,1021056.60
