d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,523258.24,536743.72
it_consulting_services,2018-2019,229747.91,232816.77
it_consulting_services,2019-2020,380260.95,373705.51
it_consulting_services,2020-2021,728621.23,691902.35
it_consulting_services,2021-2022,1359247.85,1257541.21
it_devices_equipment,2019-2020,9409.12,9197.49
it_devices_equipment,2020-2021,23388.38,22299.98
it_other,2019-2020,44716.10,44315.82
it_other,2020-2021,46771.94,44391.89
it_software_licensing,2017-2018,44626.34,45678.28
it_software_licensing,2018-2019,131209.58,132671.57
it_software_licensing,2019-2020,243222.31,240340.51
it_software_licensing,2020-2021,213276.64,202612.77
it_software_licensing,2021-2022,847252.35,792609.36
