d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,2621646.1440243702
11_defence,2018-2019,2621646.1440243702
11_defence,2019-2020,2628828.7361997794
11_defence,2020-2021,2621646.1440243702
2_professional_services,2017-2018,1089780.6696861275
2_professional_services,2018-2019,2215576.101110005
2_professional_services,2019-2020,2434214.909932056
2_professional_services,2020-2021,2314466.73752745
6_industrial_products_and_services,2017-2018,6093298.27816955
6_industrial_products_and_services,2018-2019,7565361.419589337
6_industrial_products_and_services,2019-2020,8916112.609386416
6_industrial_products_and_services,2020-2021,7706913.123959663
