d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,3173730.25,3256086.04
11_defence,2018-2019,3001358.47,3048034.03
11_defence,2019-2020,3009581.37,2984183.58
11_defence,2020-2021,3000979.38,2852945.35
11_defence,2021-2022,2966223.62,2336226.69
2_professional_services,2017-2018,631683.36,647423.85
2_professional_services,2018-2019,1757478.79,1783681.51
2_professional_services,2019-2020,1941181.87,1925920.65
2_professional_services,2020-2021,1721655.72,1636726.93
2_professional_services,2021-2022,1704950.42,1341605.75
6_industrial_products_and_services,2017-2018,6191243.59,6351678.97
6_industrial_products_and_services,2018-2019,7663306.73,7776618.20
6_industrial_products_and_services,2019-2020,9014326.27,8938254.59
6_industrial_products_and_services,2020-2021,7804858.44,7421794.54
6_industrial_products_and_services,2021-2022,7205238.45,5571376.19
9_human_capital,2017-2018,141822.95,145498.05
9_human_capital,2018-2019,141822.95,144028.51
9_human_capital,2019-2020,142211.51,141011.39
9_human_capital,2020-2021,141822.95,134826.87
9_human_capital,2021-2022,106852.91,100089.87
