d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2017-2018,392517.67,404158.91
it_devices_equipment,2018-2019,1195845.57,1214216.21
it_devices_equipment,2019-2020,1803707.31,1784156.32
it_devices_equipment,2020-2021,1342433.34,1276053.07
it_devices_equipment,2021-2022,1663806.77,1540979.75
it_devices_equipment,2022-2023,1375963.88,1228359.92
it_other,2019-2020,24100.64,23837.99
it_other,2021-2022,11927.55,11073.49
it_other,2022-2023,11087.62,9820.76
it_software_licensing,2017-2018,50445.49,52067.08
it_software_licensing,2018-2019,38516.05,39008.87
it_software_licensing,2019-2020,31845.07,31471.68
it_software_licensing,2020-2021,39959.63,37849.66
it_software_licensing,2021-2022,34203.34,31738.42
it_software_licensing,2022-2023,26207.17,23462.41
