owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2018-2019,26953.33,27183.20
aafc-aac,2020-2021,29979.54,28433.85
acoa-apeca,2019-2020,4467.75,4361.32
acoa-apeca,2020-2021,11616.15,10947.00
cbsa-asfc,2018-2019,30916.80,31353.28
cbsa-asfc,2019-2020,71924.93,71151.36
cfia-acia,2017-2018,18560.25,19071.72
cnsc-ccsn,2019-2020,21373.95,21025.81
cnsc-ccsn,2021-2022,10961.00,10038.02
cra-arc,2017-2018,15165.37,15583.28
cra-arc,2018-2019,56983.17,58040.73
cra-arc,2020-2021,57027.15,54510.15
csa-asc,2020-2021,11467.03,11027.42
csc-scc,2017-2018,28654.37,29563.99
csc-scc,2018-2019,13543.05,13790.60
csc-scc,2019-2020,27779.00,27494.17
csc-scc,2020-2021,22798.16,21722.54
csc-scc,2021-2022,41978.23,39224.93
dfo-mpo,2018-2019,14666.95,15041.26
dfo-mpo,2020-2021,23912.16,22995.45
dnd-mdn,2017-2018,42912.24,44144.88
dnd-mdn,2018-2019,118027.79,119904.80
dnd-mdn,2019-2020,114180.52,112497.23
dnd-mdn,2020-2021,325990.34,312023.58
dnd-mdn,2021-2022,4249.19,3934.21
ec,2017-2018,14167.91,14572.81
ec,2019-2020,85240.11,83800.94
ec,2020-2021,125310.21,119394.50
ec,2021-2022,151845.63,140832.12
esdc-edsc,2018-2019,18122.50,18277.05
esdc-edsc,2019-2020,31553.70,30920.29
fin,2021-2022,15026.18,14317.07
hc-sc,2017-2018,11762.17,12090.36
hc-sc,2019-2020,13305.75,13289.70
iaac-aeic,2018-2019,175192.04,176686.12
nrc-cnrc,2017-2018,171129.18,176370.95
nrc-cnrc,2018-2019,564868.53,573525.78
nrc-cnrc,2019-2020,860623.66,857006.23
nrc-cnrc,2020-2021,642914.60,612698.13
nrc-cnrc,2021-2022,1336644.21,1247858.90
nrcan-rncan,2017-2018,29776.84,30685.79
nrcan-rncan,2018-2019,110206.84,112052.65
nrcan-rncan,2019-2020,157628.89,154012.86
nrcan-rncan,2020-2021,25044.35,23601.68
pc,2017-2018,65352.04,67152.95
pc,2019-2020,11623.98,11477.14
pch,2019-2020,55590.76,54520.12
pwgsc-tpsgc,2018-2019,22140.17,22646.86
pwgsc-tpsgc,2019-2020,48360.23,47569.34
pwgsc-tpsgc,2020-2021,223753.71,213107.20
pwgsc-tpsgc,2021-2022,11610.75,10557.31
rcmp-grc,2017-2018,33652.53,34579.90
rcmp-grc,2018-2019,98665.32,100528.38
rcmp-grc,2019-2020,366337.70,361389.59
rcmp-grc,2020-2021,171419.40,163360.44
rcmp-grc,2021-2022,49309.82,45514.08
ssc-spc,2017-2018,90238.68,93187.86
ssc-spc,2018-2019,31262.93,31712.80
ssc-spc,2019-2020,88950.30,88344.75
ssc-spc,2020-2021,57135.24,54481.66
ssc-spc,2021-2022,78742.81,73697.54
tc,2017-2018,55176.16,56704.09
tc,2018-2019,113675.01,114644.46
tc,2019-2020,127053.31,124026.80
tc,2020-2021,21549.67,20533.49
tc,2021-2022,45134.39,41369.97
