d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2019-2020,11881.95,11709.63
1_facilities_and_construction,2017-2018,46550.35,47895.60
1_facilities_and_construction,2018-2019,18745.50,19027.04
1_facilities_and_construction,2019-2020,1673.70,1679.66
11_defence,2017-2018,42912.24,43968.12
11_defence,2018-2019,118027.79,119723.22
11_defence,2019-2020,114180.52,112453.57
11_defence,2020-2021,325990.34,311168.00
11_defence,2021-2022,4249.19,2853.41
2_professional_services,2021-2022,8571.70,4445.69
3_information_technology,2017-2018,442963.17,454014.23
3_information_technology,2018-2019,1209388.62,1225363.62
3_information_technology,2019-2020,1859653.03,1838333.45
3_information_technology,2020-2021,1382392.97,1311911.04
3_information_technology,2021-2022,1709937.66,1322047.45
6_industrial_products_and_services,2017-2018,44121.98,45235.27
6_industrial_products_and_services,2018-2019,49062.53,49545.26
6_industrial_products_and_services,2019-2020,98605.34,97885.08
6_industrial_products_and_services,2020-2021,41534.40,39374.23
6_industrial_products_and_services,2021-2022,22743.66,21300.82
