d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,15530.41,15993.22
1_facilities_and_construction,2019-2020,102572.83,100818.82
1_facilities_and_construction,2021-2022,47976.85,44643.56
1_facilities_and_construction,2022-2023,46414.56,41269.18
10_office_management,2017-2018,7929.72,8178.43
11_defence,2017-2018,295247.40,304055.30
11_defence,2018-2019,494457.97,505111.76
11_defence,2019-2020,282664.59,281780.19
11_defence,2020-2021,78513.47,74601.43
11_defence,2021-2022,212900.32,193480.93
11_defence,2022-2023,1292036.74,1158466.70
6_industrial_products_and_services,2017-2018,147472.45,152058.79
6_industrial_products_and_services,2018-2019,166328.12,168796.86
6_industrial_products_and_services,2019-2020,165824.14,165461.69
6_industrial_products_and_services,2020-2021,434944.40,415914.08
6_industrial_products_and_services,2021-2022,398655.02,365406.64
6_industrial_products_and_services,2022-2023,223039.07,200130.55
