owner_org,d_fiscal_year,total
aafc-aac,2017-2018,15946.349999999999
aafc-aac,2018-2019,2261.7221765913755
aafc-aac,2019-2020,9197.670184804927
aafc-aac,2020-2021,14505.061564165226
csa-asc,2018-2019,17373.75
csa-asc,2019-2020,23207.27189781022
csa-asc,2020-2021,23143.86405109489
csc-scc,2017-2018,121913.32116114194
csc-scc,2018-2019,708402.6325247783
csc-scc,2019-2020,92559.23151799687
csc-scc,2020-2021,91418.6325247783
dfo-mpo,2017-2018,7363.13898890259
dfo-mpo,2018-2019,34019.566214549945
dfo-mpo,2019-2020,34112.77050554871
dfo-mpo,2020-2021,93.20429099876696
dnd-mdn,2017-2018,11926.78
dnd-mdn,2018-2019,107839.56331144465
dnd-mdn,2019-2020,91393.35674436121
dnd-mdn,2020-2021,105643.64811937662
hc-sc,2017-2018,98498.83518288084
hc-sc,2018-2019,56444.755182880835
hc-sc,2019-2020,55451.767251875026
hc-sc,2020-2021,31449.155182880837
nrc-cnrc,2017-2018,5305.035450081833
nrc-cnrc,2018-2019,8841.725750136387
nrc-cnrc,2019-2020,34873.289656301145
nrc-cnrc,2020-2021,8841.725750136387
nrcan-rncan,2017-2018,29580.011164464606
nrcan-rncan,2018-2019,15562.340975121919
nrcan-rncan,2019-2020,15604.977525738692
nrcan-rncan,2020-2021,24349.97146782265
pc,2017-2018,2777.6205450733755
pc,2018-2019,3026.3626834381553
pc,2019-2020,3034.6540880503144
pc,2020-2021,3026.3626834381553
phac-aspc,2017-2018,14310.570503033861
phac-aspc,2018-2019,15958.790749512735
phac-aspc,2019-2020,19335.30324973328
phac-aspc,2020-2021,4971.904049295775
pwgsc-tpsgc,2017-2018,1381216.4418571999
pwgsc-tpsgc,2018-2019,1510833.9803509237
pwgsc-tpsgc,2019-2020,177928.23342564586
pwgsc-tpsgc,2020-2021,142149.25260449364
rcmp-grc,2019-2020,17449.95
tc,2017-2018,32327.14
tc,2018-2019,32327.14
tc,2019-2020,24356.064383561643
