d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,29093.11,29962.03
it_consulting_services,2018-2019,55749.54,56768.59
it_consulting_services,2019-2020,55902.28,55453.66
it_consulting_services,2020-2021,21823.18,20804.64
it_consulting_services,2021-2022,21729.97,20334.06
