d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,430010.32145689667
1_facilities_and_construction,2018-2019,5869388.723004444
1_facilities_and_construction,2019-2020,118036.3086439798
1_facilities_and_construction,2020-2021,17939.0593084733
10_office_management,2017-2018,111.10299589603282
11_defence,2017-2018,1091077.2982766868
11_defence,2018-2019,784792.9673214708
11_defence,2019-2020,339927.33767039306
11_defence,2020-2021,131626.39740353407
3_information_technology,2017-2018,12285
4_medical,2020-2021,19968.23
5_transportation_and_logistics,2017-2018,21054.05
6_industrial_products_and_services,2017-2018,1633921.872862739
6_industrial_products_and_services,2018-2019,863935.0365406956
6_industrial_products_and_services,2019-2020,1272265.1560243801
6_industrial_products_and_services,2020-2021,565537.0735054348
9_human_capital,2019-2020,31279.98
