d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,481053.91,495693.33
it_consulting_services,2018-2019,575903.08,585117.63
it_consulting_services,2019-2020,878332.09,872265.00
it_consulting_services,2020-2021,609057.96,581190.68
it_consulting_services,2021-2022,819342.33,765718.40
it_devices_equipment,2017-2018,167346.69,172268.16
it_devices_equipment,2018-2019,286381.87,291322.78
it_devices_equipment,2019-2020,425721.44,421447.30
it_devices_equipment,2020-2021,829703.40,790022.25
it_devices_equipment,2021-2022,460824.18,431853.23
it_other,2017-2018,9753.03,10037.08
it_other,2018-2019,34759.18,35383.81
it_other,2019-2020,65114.70,63589.12
it_other,2020-2021,149642.76,142378.56
it_other,2021-2022,483819.73,450683.71
it_software_licensing,2017-2018,325678.71,335368.83
it_software_licensing,2018-2019,295585.30,300724.95
it_software_licensing,2019-2020,417807.19,414303.59
it_software_licensing,2020-2021,458692.05,437375.77
it_software_licensing,2021-2022,735476.09,687655.02
