d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,104829.19,106741.60
10_office_management,2018-2019,478249.22,485134.09
10_office_management,2019-2020,10808.83,10783.87
10_office_management,2020-2021,2787.90,2796.53
2_professional_services,2017-2018,545749.06,558230.02
2_professional_services,2018-2019,776571.90,786660.28
2_professional_services,2019-2020,627171.91,626097.98
2_professional_services,2020-2021,656727.72,642100.47
2_professional_services,2021-2022,715883.29,482656.90
3_information_technology,2017-2018,941463.95,964798.07
3_information_technology,2018-2019,1044806.19,1057828.42
3_information_technology,2019-2020,1531369.66,1528345.76
3_information_technology,2020-2021,1790594.40,1735183.10
3_information_technology,2021-2022,2365139.65,1738954.70
5_transportation_and_logistics,2020-2021,5570.71,5390.35
5_transportation_and_logistics,2021-2022,8036.79,6105.07
6_industrial_products_and_services,2017-2018,260993.22,265476.39
6_industrial_products_and_services,2018-2019,194058.14,196160.31
6_industrial_products_and_services,2019-2020,6553.67,6548.30
6_industrial_products_and_services,2020-2021,30573.86,30008.36
6_industrial_products_and_services,2021-2022,4186.16,3179.97
8_security_and_protection,2021-2022,56178.71,36213.80
9_human_capital,2017-2018,163880.08,168128.03
9_human_capital,2018-2019,225428.92,228314.33
9_human_capital,2019-2020,202995.69,202656.96
9_human_capital,2020-2021,196067.48,190944.70
9_human_capital,2021-2022,256123.41,186188.94
