d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,104829.18716979693
10_office_management,2018-2019,478249.21716979693
10_office_management,2019-2020,10808.834969383657
10_office_management,2020-2021,2787.898329388336
2_professional_services,2017-2018,545749.0572868132
2_professional_services,2018-2019,776571.904852895
2_professional_services,2019-2020,627171.9066443293
2_professional_services,2020-2021,656727.7227443835
3_information_technology,2017-2018,941463.9513247757
3_information_technology,2018-2019,1044806.1923305417
3_information_technology,2019-2020,1531369.6572340366
3_information_technology,2020-2021,1790594.3973436083
5_transportation_and_logistics,2020-2021,5570.708264915162
6_industrial_products_and_services,2017-2018,260993.21844036694
6_industrial_products_and_services,2018-2019,194058.13575736395
6_industrial_products_and_services,2019-2020,6553.671597364296
6_industrial_products_and_services,2020-2021,30573.862508524413
9_human_capital,2017-2018,163880.08192164215
9_human_capital,2018-2019,225428.9240992463
9_human_capital,2019-2020,202995.69269661064
9_human_capital,2020-2021,196067.4826602095
