d_vendor_name,overall_total
EXCEL HUMAN RESOURCES,1167192.33
ZYCOM,816454.04
MICROSOFT CANADA,664277.33
BELL CANADA,617441.78
IT NET CONSULTANTS,609050.05
NISHA TECHONOLOGIES,559516.14
MODIS CANADA,454636.86
ADVANCED BUSINESS INTERIORS,388187.33
CDW CANADA,387608.61
CBCI TELECOM,366615.30
HYPERTEC,358826.13
CANADIAN CORPS OF COMMISSIONAIRES,347136.70
ICEBERG NETWORKS,333508.03
ALTIS HUMAN RESOURCES,329397.51
NORTHERN MICRO,293885.40
COSSETTE COMMUNICATIONS,280266.00
IRON MOUNTAIN,278229.66
ADRM TECHNOLOGY CONSULTING,270319.66
OPENTEXT,246089.08
SAS INSTITUTE,240756.50
IBISKA TELECOM,218421.76
CISION CANADA,173364.51
ORACLE CANADA,173005.12
UBIQUS CANADA,169345.14
TOSHIBA CANADA,168230.20
GARTNER,167631.07
KONICA MINOLTA BUSINESS SOLUTIONS,166429.41
DONNA CONA,132080.43
MGIS,120165.81
BLACKBERRY,118181.81
TEKNION,105185.73
INSA,85873.55
DECISIVE GROUP,79302.96
EVALUATION PERSONNEL SELECTION,77154.56
VMWARE,76375.45
TURTLE ISLAND STAFFING,76275.00
DELL COMPUTER,69598.49
DYNAMIC PERSONNEL CONSULTANTS,66038.62
ACCESS 2 NETWORKS,64965.08
AON REED STENHOUSE,64898.00
SIGN LANGUAGE INTERPRETING,62382.94
MOBILE RESOURCE GROUP,61927.39
QUINTET CONSULTING,60532.50
LEXISNEXIS CANADA,59152.91
THINKON,59034.04
INSIGHT SOFTWARE CANADA,57036.83
PANASONIC,55983.06
QMR,51977.23
HORIZANT,49886.57
WTB LANGUAGE GROUP,41815.78
BEVA GLOBAL MANAGEMENT,39550.00
MAXSYS STAFFING AND CONSULTING,37272.01
SUSE SOFTWARE SOLUTIONS CANADA,35743.43
SDL INTERNATIONAL CANADA,30132.57
TELUS CANADA,27883.76
PRINTERS PLUS,27667.26
SOFTCHOICE,25085.83
CPCS TRANSCOM,24909.33
SYSTEMSCOPE,24860.00
RHEA,24834.60
CLOSEREACH,22830.94
SIMPLEX GRINNELL,22351.14
FORD MOTOR COMPANY,21644.29
LUMINA IT,21160.53
TOTEM OFFISOURCE,18726.93
ITEX,17335.02
JUNO RISK SOLUTIONS,15750.00
6854265 CANADA,14422.46
WESTBURY NATIONAL SHOW SYSTEMS,12427.18
FMC PROFESSIONALS,11300.00
MISHKUMI TECHNOLOGIES,10981.95
CARAHSOFT TECHNOLOGY,10150.36
UNIVERSITY OF SASKATCHEWAN,9750.00
RICOH,9138.49
"NATIONS TRANSLATION GROUP",6982.39
GRANICUS CANADA HOLDINGS,6731.04
CLICK NETWORKS,1596.10
ADVANCED CHIPPEWA TECHNOLOGIES,1463.45
SENSUS COMMUNICATION SOLUTIONS,0.00
