d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,22575.60,23178.30
11_defence,2020-2021,14862.02,14134.65
11_defence,2021-2022,21344.15,20031.85
3_information_technology,2017-2018,6295.34,6481.87
3_information_technology,2018-2019,204584.85,206572.64
3_information_technology,2019-2020,371252.57,363878.49
3_information_technology,2020-2021,436701.72,412380.25
3_information_technology,2021-2022,1015372.10,924704.83
3_information_technology,2022-2023,1082548.47,959698.86
6_industrial_products_and_services,2020-2021,49997.58,47111.51
9_human_capital,2019-2020,14012.00,13692.17
9_human_capital,2021-2022,8653.49,7822.62
9_human_capital,2022-2023,78154.74,69770.63
