d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2020-2021,10415.91,9886.40
it_consulting_services,2021-2022,21091.08,19602.60
it_consulting_services,2022-2023,136456.31,121424.39
it_devices_equipment,2018-2019,19842.84,20028.20
it_devices_equipment,2019-2020,304790.86,301685.11
it_devices_equipment,2020-2021,918571.28,874774.43
it_devices_equipment,2021-2022,918571.28,854019.29
it_devices_equipment,2022-2023,918571.28,821941.43
it_other,2018-2019,51078.37,51555.52
it_other,2019-2020,1511068.42,1499709.88
it_software_licensing,2020-2021,17282.20,16494.71
it_software_licensing,2021-2022,36089.03,33316.04
it_software_licensing,2022-2023,207447.74,184518.98
