owner_org,d_fiscal_year,total
aafc-aac,2017-2018,821552.4246307985
aafc-aac,2018-2019,423422.03575930424
aafc-aac,2019-2020,866535.0809611926
aafc-aac,2020-2021,344887.2430301063
cbsa-asfc,2017-2018,133307.58647058823
cbsa-asfc,2018-2019,312383.72703626106
cbsa-asfc,2019-2020,622903.850181435
cbsa-asfc,2020-2021,727428.0468479481
cfia-acia,2017-2018,536420.6612385463
cfia-acia,2018-2019,11237.461354085603
cfia-acia,2019-2020,125481.62899479167
cfia-acia,2020-2021,721045.640176882
cgc-ccg,2017-2018,310192.51123287674
cgc-ccg,2018-2019,89542.76367253752
cgc-ccg,2019-2020,106868.74972472277
cgc-ccg,2020-2021,40503.831150434155
cnsc-ccsn,2017-2018,15490.19
cnsc-ccsn,2018-2019,308278.27
cnsc-ccsn,2020-2021,12811.88
dfo-mpo,2017-2018,124326.68000000001
dfo-mpo,2018-2019,84928.8
dfo-mpo,2019-2020,294624.88
dfo-mpo,2020-2021,371043.37
dnd-mdn,2017-2018,460457.31217608857
dnd-mdn,2018-2019,367898.88889486616
dnd-mdn,2019-2020,160096.49184977435
dnd-mdn,2020-2021,91905.25508196722
ec,2017-2018,857018.2447519667
ec,2018-2019,1068218.6397449488
ec,2019-2020,2534386.527747408
ec,2020-2021,1332540.0582691436
hc-sc,2017-2018,1509517.6260747837
hc-sc,2018-2019,1822316.7285353378
hc-sc,2019-2020,1715240.5545130812
hc-sc,2020-2021,3213785.7256210926
nrc-cnrc,2017-2018,797210.7137800619
nrc-cnrc,2018-2019,934911.2327377092
nrc-cnrc,2019-2020,790814.6981326174
nrc-cnrc,2020-2021,986744.738320274
nrcan-rncan,2017-2018,376465.67227483465
nrcan-rncan,2018-2019,337240.3559600645
nrcan-rncan,2019-2020,501680.91117483453
nrcan-rncan,2020-2021,562769.4914521022
pc,2017-2018,169256.3558282209
pc,2018-2019,21293.269999999997
pc,2019-2020,8515.912472527472
pc,2020-2021,14452.017527472526
pch,2019-2020,13389.94
pch,2020-2021,12953.017739557738
phac-aspc,2017-2018,43962.339280040746
phac-aspc,2018-2019,266302.69741957565
phac-aspc,2019-2020,50512.30196937052
phac-aspc,2020-2021,23042.250273597812
rcmp-grc,2017-2018,21201.897606490875
rcmp-grc,2018-2019,564219.1087191618
rcmp-grc,2019-2020,655208.4236743473
rcmp-grc,2020-2021,404783.13
