d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2018-2019,12519.30,12786.60
it_consulting_services,2019-2020,19651.88,19509.29
it_consulting_services,2020-2021,2403.05,2279.16
it_consulting_services,2021-2022,21393.03,20018.76
it_devices_equipment,2017-2018,15357.51,15796.41
it_other,2021-2022,117483.00,106823.84
it_software_licensing,2017-2018,37733.26,38779.28
it_software_licensing,2018-2019,78390.65,79357.01
it_software_licensing,2019-2020,217388.95,213870.37
it_software_licensing,2020-2021,29571.01,28046.39
it_software_licensing,2021-2022,165683.90,153636.24
