d_most_recent_category,d_fiscal_year,total
2_professional_services,2018-2019,10949.353029045644
2_professional_services,2019-2020,91664.71113453452
2_professional_services,2020-2021,79515.13777279605
3_information_technology,2017-2018,988082.8503625406
3_information_technology,2018-2019,1474194.2300175477
3_information_technology,2019-2020,1697872.1914718852
3_information_technology,2020-2021,1396937.0697190408
9_human_capital,2017-2018,51545.490506329115
9_human_capital,2018-2019,108732.86075949366
9_human_capital,2019-2020,52351.89873417721
