d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,988082.85,1013250.44
it_consulting_services,2018-2019,1503788.58,1526483.81
it_consulting_services,2019-2020,1610464.91,1593958.00
it_consulting_services,2020-2021,1433602.33,1361631.64
it_consulting_services,2021-2022,583571.72,540479.15
it_software_licensing,2019-2020,124173.00,121587.86
