owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,564852.58,582153.98
aafc-aac,2018-2019,484550.21,493771.57
aafc-aac,2019-2020,430209.61,427281.32
aafc-aac,2020-2021,314395.50,299819.46
aafc-aac,2021-2022,419481.74,391737.10
cfia-acia,2017-2018,919307.76,946330.87
cfia-acia,2018-2019,907841.56,926358.62
cfia-acia,2019-2020,474218.65,469802.22
cfia-acia,2020-2021,593538.66,566397.58
cfia-acia,2021-2022,548145.79,510473.65
cnsc-ccsn,2017-2018,49325.90,50708.89
cnsc-ccsn,2018-2019,105905.62,107841.46
cnsc-ccsn,2019-2020,101843.48,101094.92
csa-asc,2017-2018,668203.07,688622.80
csa-asc,2018-2019,728042.15,741350.01
csa-asc,2019-2020,730036.78,724178.17
csa-asc,2020-2021,559543.17,535460.07
csa-asc,2021-2022,801024.40,749567.43
dfo-mpo,2017-2018,82487.50,84783.47
dfo-mpo,2018-2019,174840.38,176331.47
dfo-mpo,2019-2020,183941.40,183924.11
dfo-mpo,2020-2021,74792.97,71401.72
dfo-mpo,2021-2022,113649.60,104631.97
dnd-mdn,2018-2019,126192.86,127673.10
dnd-mdn,2019-2020,48281.14,48332.95
dnd-mdn,2021-2022,123475.50,116487.69
ec,2017-2018,80079.90,82366.94
ec,2018-2019,105837.89,107521.03
ec,2019-2020,16676.61,16542.78
ec,2020-2021,30224.44,28944.34
ec,2021-2022,56179.48,52171.06
esdc-edsc,2020-2021,95000.00,91019.33
hc-sc,2018-2019,13079.75,13309.19
ic,2017-2018,24973.00,25793.03
nrc-cnrc,2019-2020,10839.07,10580.87
nrc-cnrc,2020-2021,95785.93,91333.14
nrc-cnrc,2021-2022,19992.00,18670.44
nrcan-rncan,2017-2018,41098.70,42233.46
nrcan-rncan,2018-2019,69964.92,70761.96
nrcan-rncan,2019-2020,39295.83,38980.48
nrcan-rncan,2020-2021,116960.55,111275.78
nrcan-rncan,2021-2022,84741.85,77487.91
pc,2018-2019,16236.66,16503.82
pc,2021-2022,84315.00,78686.25
phac-aspc,2017-2018,278812.39,287351.37
phac-aspc,2018-2019,300798.70,306296.99
phac-aspc,2019-2020,331882.68,328895.47
phac-aspc,2020-2021,313319.90,298702.43
phac-aspc,2021-2022,305978.68,286582.64
polar-polaire,2019-2020,24921.00,24890.93
