d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,20695.50,21253.58
1_facilities_and_construction,2018-2019,377882.87,382732.55
1_facilities_and_construction,2019-2020,1860665.21,1845379.47
1_facilities_and_construction,2020-2021,1860565.39,1769029.62
1_facilities_and_construction,2021-2022,75529.73,70125.20
10_office_management,2018-2019,20695.50,21068.83
5_transportation_and_logistics,2020-2021,39953.81,38299.54
8_security_and_protection,2018-2019,197407.81,200395.90
8_security_and_protection,2019-2020,211260.99,209478.16
8_security_and_protection,2020-2021,210683.77,200290.80
8_security_and_protection,2021-2022,210683.77,195608.29
