d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,750821.0655760368
1_facilities_and_construction,2018-2019,129941.88156682027
1_facilities_and_construction,2019-2020,12430
1_facilities_and_construction,2020-2021,16950
11_defence,2017-2018,1900140.1294444446
11_defence,2018-2019,2792857.9964285716
11_defence,2019-2020,3003501.4385714284
11_defence,2020-2021,1581381.1131250001
2_professional_services,2018-2019,24860.000000000004
5_transportation_and_logistics,2017-2018,117905.2847368421
5_transportation_and_logistics,2018-2019,151502.5252631579
5_transportation_and_logistics,2019-2020,187503.65
5_transportation_and_logistics,2020-2021,79710.21851750635
6_industrial_products_and_services,2017-2018,30366.017816091953
6_industrial_products_and_services,2018-2019,291891.18218390807
6_industrial_products_and_services,2019-2020,399666.9
