d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,831.46,851.06
1_facilities_and_construction,2018-2019,129941.88,132342.10
1_facilities_and_construction,2019-2020,12430.00,12314.17
1_facilities_and_construction,2020-2021,16950.00,16140.77
11_defence,2017-2018,2650129.74,2719053.63
11_defence,2018-2019,2792858.00,2834214.57
11_defence,2019-2020,3003501.44,2975235.46
11_defence,2020-2021,1581381.11,1504596.65
11_defence,2021-2022,2006951.03,1451446.79
2_professional_services,2018-2019,24860.00,25145.02
5_transportation_and_logistics,2017-2018,117905.28,120931.51
5_transportation_and_logistics,2018-2019,151502.53,153974.19
5_transportation_and_logistics,2019-2020,187503.65,184263.22
5_transportation_and_logistics,2020-2021,79710.22,75507.18
5_transportation_and_logistics,2021-2022,455928.60,300868.79
6_industrial_products_and_services,2017-2018,30366.02,31156.05
6_industrial_products_and_services,2018-2019,291891.18,296307.09
6_industrial_products_and_services,2019-2020,399666.90,400689.07
