d_most_recent_category,total,percentage
11_defence,11284831.70,0.8099
5_transportation_and_logistics,992550.28,0.0712
1_facilities_and_construction,910142.95,0.0653
6_industrial_products_and_services,721924.10,0.0518
2_professional_services,24860.00,0.0018
