d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,4118644.62,4225174.83
1_facilities_and_construction,2018-2019,3305450.51,3357491.38
1_facilities_and_construction,2019-2020,2230056.39,2216238.02
1_facilities_and_construction,2020-2021,2660246.14,2525693.82
1_facilities_and_construction,2021-2022,3895289.77,3615526.31
10_office_management,2021-2022,39550.00,35750.86
11_defence,2017-2018,38724101.11,39732933.39
11_defence,2018-2019,33304314.96,33818441.48
11_defence,2019-2020,34010622.00,33729757.23
11_defence,2020-2021,33883572.72,32212258.74
11_defence,2021-2022,37461406.19,34703265.08
2_professional_services,2017-2018,5639511.76,5785016.42
2_professional_services,2018-2019,4826528.21,4893194.84
2_professional_services,2019-2020,7014633.93,6955712.91
2_professional_services,2020-2021,6900218.82,6556128.79
2_professional_services,2021-2022,5916430.92,5522529.52
3_information_technology,2017-2018,10171618.13,10434582.27
3_information_technology,2018-2019,17111178.27,17375556.27
3_information_technology,2019-2020,10198080.29,10114134.26
3_information_technology,2020-2021,12084686.35,11487217.17
3_information_technology,2021-2022,23439650.25,21688101.61
6_industrial_products_and_services,2017-2018,8543243.81,8764627.20
6_industrial_products_and_services,2018-2019,8543243.81,8676103.88
6_industrial_products_and_services,2019-2020,9477990.00,9385829.39
6_industrial_products_and_services,2020-2021,9148167.85,8696074.78
6_industrial_products_and_services,2021-2022,9026120.27,8380256.25
8_security_and_protection,2017-2018,296405.19,304034.68
8_security_and_protection,2018-2019,172869.35,175368.98
8_security_and_protection,2019-2020,213579.24,211776.85
8_security_and_protection,2020-2021,96994.13,92209.43
8_security_and_protection,2021-2022,138973.44,127571.81
9_human_capital,2020-2021,10429.29,9864.68
9_human_capital,2021-2022,30453.52,28274.42
