d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,10125745.93,10438124.88
it_consulting_services,2018-2019,17111178.27,17436760.49
it_consulting_services,2019-2020,10137970.55,10059702.52
it_consulting_services,2020-2021,12030792.01,11455827.40
it_consulting_services,2021-2022,23348939.54,21635416.70
it_consulting_services,2022-2023,22253440.90,19902587.04
it_devices_equipment,2022-2023,342851.53,305098.30
it_other,2017-2018,45872.20,47290.16
it_software_licensing,2019-2020,60109.74,59016.80
it_software_licensing,2020-2021,102848.74,97923.08
it_software_licensing,2021-2022,100000.93,92973.43
it_software_licensing,2022-2023,561958.95,502991.49
