owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,1635177.68,1684876.27
aafc-aac,2018-2019,677591.47,689961.96
aandc-aadnc,2017-2018,246578.42,253589.38
aandc-aadnc,2018-2019,476940.69,485559.22
aandc-aadnc,2019-2020,218862.25,218922.04
atssc-scdata,2021-2022,39550.00,35994.14
cas-satj,2019-2020,123170.00,122511.51
cbsa-asfc,2018-2019,330433.34,335515.99
cbsa-asfc,2019-2020,474269.02,470462.97
cbsa-asfc,2020-2021,2407074.18,2299988.37
cbsa-asfc,2021-2022,3404548.63,3187249.23
ced-dec,2020-2021,10509.00,9980.13
cer-rec,2017-2018,274476.13,282888.61
cer-rec,2020-2021,205426.36,196564.91
cer-rec,2021-2022,94573.64,89943.13
cic,2018-2019,59158.92,59708.55
cic,2019-2020,363616.03,359949.43
cic,2020-2021,397224.81,378611.34
cic,2021-2022,503654.31,471481.62
csa-asc,2017-2018,426155.10,439198.64
csa-asc,2018-2019,475971.29,484817.28
csa-asc,2019-2020,347611.71,345641.77
csa-asc,2020-2021,236094.70,225086.66
csc-scc,2017-2018,8481039.12,8740976.51
csc-scc,2018-2019,8653800.98,8811401.76
csc-scc,2019-2020,9477990.00,9389780.36
csc-scc,2020-2021,9148167.85,8720289.64
csc-scc,2021-2022,13498654.46,12627537.77
dfatd-maecd,2017-2018,21458.70,22050.04
dfatd-maecd,2018-2019,74425.33,75555.21
dfatd-maecd,2019-2020,109837.39,108955.93
dfatd-maecd,2020-2021,109537.28,104430.05
dnd-mdn,2017-2018,43631407.22,44975481.86
dnd-mdn,2018-2019,37764963.18,38449953.41
dnd-mdn,2019-2020,38350420.22,38051560.28
dnd-mdn,2020-2021,38611156.86,36811199.59
dnd-mdn,2021-2022,44685443.63,41738967.11
ec,2017-2018,82070.74,84586.15
ec,2018-2019,82070.74,83570.91
ec,2019-2020,83231.65,82548.92
ec,2020-2021,138472.83,131977.91
ec,2021-2022,173063.68,161641.86
esdc-edsc,2017-2018,88530.75,91248.64
esdc-edsc,2021-2022,38900.25,36650.95
fin,2021-2022,17161.88,15799.49
hc-sc,2020-2021,246227.47,233532.43
hc-sc,2021-2022,2341879.92,2177377.89
ic,2017-2018,528580.96,544704.69
ic,2018-2019,528580.96,538000.47
ic,2019-2020,505101.01,501047.53
ic,2020-2021,528580.96,503812.96
ic,2021-2022,271112.78,253463.06
irb-cisr,2020-2021,28708.72,27365.80
irb-cisr,2021-2022,71283.57,66704.38
isc-sac,2017-2018,8436.69,8695.27
isc-sac,2018-2019,8436.69,8590.91
isc-sac,2019-2020,48868.97,47704.87
nrc-cnrc,2020-2021,39550.00,37510.87
nrc-cnrc,2021-2022,388288.64,357033.03
nrcan-rncan,2017-2018,108231.79,111223.00
nrcan-rncan,2018-2019,139421.84,142104.52
nrcan-rncan,2019-2020,116319.38,115385.90
nrcan-rncan,2021-2022,25990.00,24139.32
oag-bvg,2021-2022,941.67,856.23
ocol-clo,2017-2018,45734.85,47061.99
ocol-clo,2018-2019,78741.60,80180.92
ocol-clo,2019-2020,78957.33,78323.69
ocol-clo,2020-2021,78741.60,75070.23
ocol-clo,2021-2022,39478.67,37477.32
osfi-bsif,2019-2020,20489.40,20067.70
osfi-bsif,2020-2021,61806.87,58925.09
osfi-bsif,2021-2022,61806.87,57836.46
pco-bcp,2017-2018,13882.05,14321.49
pco-bcp,2020-2021,25504.75,24189.77
pco-bcp,2021-2022,154849.52,142858.80
ps-sp,2017-2018,35790.58,36923.53
ps-sp,2018-2019,56867.79,57665.18
ps-sp,2019-2020,97259.86,96479.34
ps-sp,2020-2021,96994.13,92471.72
ps-sp,2021-2022,48629.93,46164.67
pwgsc-tpsgc,2017-2018,3689830.64,3802881.36
pwgsc-tpsgc,2018-2019,2322983.22,2355900.26
pwgsc-tpsgc,2019-2020,3968693.02,3936843.86
pwgsc-tpsgc,2020-2021,4122335.85,3929873.18
pwgsc-tpsgc,2021-2022,5592710.65,5208497.67
rcmp-grc,2017-2018,617119.89,636034.14
rcmp-grc,2018-2019,456153.04,463846.73
rcmp-grc,2019-2020,611313.50,606407.65
rcmp-grc,2020-2021,609643.25,581218.31
rcmp-grc,2021-2022,619893.46,579932.56
sirc-csars,2017-2018,45872.20,47278.15
ssc-spc,2017-2018,5771787.96,5948688.86
ssc-spc,2018-2019,13469600.77,13714814.76
ssc-spc,2019-2020,7574388.27,7513929.55
ssc-spc,2020-2021,7525773.20,7174879.99
ssc-spc,2021-2022,7791287.81,7284252.15
tc,2017-2018,1741363.16,1794734.61
tc,2018-2019,1607443.27,1637142.67
tc,2019-2020,574562.84,572955.11
tc,2020-2021,156784.64,149642.60
tc,2021-2022,84170.40,79431.39
