d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,4282688.104287838
1_facilities_and_construction,2018-2019,3477025.4819999714
1_facilities_and_construction,2019-2020,2230056.389112867
1_facilities_and_construction,2020-2021,2647452.1626648596
11_defence,2017-2018,5861421.202642926
11_defence,2018-2019,4243938.508745867
11_defence,2019-2020,5127693.978450613
11_defence,2020-2021,4913164.890787848
2_professional_services,2017-2018,6439234.790846754
2_professional_services,2018-2019,5740398.300325039
2_professional_services,2019-2020,7645827.663386637
2_professional_services,2020-2021,7797280.947275736
3_information_technology,2017-2018,9968691.494407734
3_information_technology,2018-2019,16441481.957109777
3_information_technology,2019-2020,9660148.078431167
3_information_technology,2020-2021,11440283.064368235
6_industrial_products_and_services,2017-2018,8481039.11909651
6_industrial_products_and_services,2018-2019,8481039.11909651
6_industrial_products_and_services,2019-2020,9477990.000785084
6_industrial_products_and_services,2020-2021,9148167.84819998
8_security_and_protection,2017-2018,296405.1898209549
8_security_and_protection,2018-2019,172869.35145390072
8_security_and_protection,2019-2020,213579.23835106383
8_security_and_protection,2020-2021,96994.12601950354
9_human_capital,2020-2021,10429.288265306124
