d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,879244.68,906192.86
it_consulting_services,2018-2019,879244.68,895316.37
it_consulting_services,2019-2020,881653.57,874578.21
it_consulting_services,2020-2021,879244.68,838249.42
it_consulting_services,2021-2022,855155.78,800859.59
it_software_licensing,2017-2018,32392.68,33385.49
it_software_licensing,2018-2019,32392.68,32984.79
it_software_licensing,2019-2020,32481.43,32220.76
it_software_licensing,2020-2021,32392.68,30882.36
it_software_licensing,2021-2022,32392.68,30311.81
