d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,345100.11,357092.34
1_facilities_and_construction,2021-2022,12484.75,11695.80
10_office_management,2017-2018,650008.62,669067.59
10_office_management,2018-2019,339692.93,343568.15
10_office_management,2019-2020,916446.51,901388.46
10_office_management,2020-2021,172876.94,164466.73
10_office_management,2021-2022,566730.37,523329.97
2_professional_services,2017-2018,15288.00,15772.05
2_professional_services,2020-2021,403851.53,385297.40
2_professional_services,2021-2022,11130.68,10597.90
3_information_technology,2019-2020,24806.25,24356.26
3_information_technology,2021-2022,32813.82,29836.64
6_industrial_products_and_services,2019-2020,24495.70,23991.54
6_industrial_products_and_services,2021-2022,10260.87,9653.35
