d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1010396.73,1041931.98
2018-2019,339692.93,343568.15
2019-2020,965748.46,949736.27
2020-2021,576728.47,549764.13
2021-2022,633420.49,585113.66
