owner_org,d_fiscal_year,total
cer-rec,2017-2018,16756.704731947484
cer-rec,2018-2019,16664.88717177243
cer-rec,2019-2020,53130
dfo-mpo,2017-2018,5467196.246083259
dfo-mpo,2018-2019,5467196.246083259
dfo-mpo,2019-2020,5482174.865935542
dfo-mpo,2020-2021,5467196.246083259
dnd-mdn,2017-2018,105472449.84168799
dnd-mdn,2018-2019,104733032.463206
dnd-mdn,2019-2020,96597175.16044894
dnd-mdn,2020-2021,95542234.3261747
esdc-edsc,2017-2018,501157.7670319149
esdc-edsc,2018-2019,456001.9229680851
nrc-cnrc,2017-2018,8040.67602739726
phac-aspc,2020-2021,282500000
pwgsc-tpsgc,2018-2019,430588.93420654914
pwgsc-tpsgc,2019-2020,679435.7857934509
tc,2017-2018,697568.6166149635
tc,2019-2020,211272.12
